2:9	Bu Nitu ñaawteef kooku feeñee, dina ànd ak kàttanu Seytaane ak doole ju bare, di wone ay firnde ak ay kéemaan yu dul dëgg;
2:10	te dina nas bépp naxe buy sànke, ba yéem ñi nar a alku, ndaxte ubbiluñu seeni xol dëgg, gi leen manoon a musal.
2:11	Looloo tax Yàlla yónnee leen xelum réer, ba ñu gëm fen.
2:12	Noonu Yàlla dina mbugal ñépp ñi gëmul woon dëgg te doon bànneexu ci njubadi.
2:13	Kon nag bokk yi, yéen ñi Boroom bi bëgg, mënunu lu dul sax ci sant Yàlla ci li mu leen tànn ca njàlbéen ga, ngir musal leen, mu sédde leen boppam jaarale ko ci jëfu Xel mu Sell mi ak seen gëm dëgg gi.
2:14	Te Yàlla woo na leen ci loolu jaarale ko ci xebaar bu baax, bi nu leen doon yégal, ngir ngeen bokk ci ndamu sunu Boroom Yeesu Kirist.
2:15	Kon nag bokk yi, taxawleen bu dëgër te jàpp ci dénkaane yi nu leen jottali, muy ci li nu wax, muy ci li nu bind.
2:16	Na sunu Boroom Yeesu Kirist moom ci boppam ak Yàlla sunu Baay, mi nu bëgg te wone yiwam ci nun, ba ubbil nu buntu jàmm ju sax ak yaakaar ju wér,
2:17	dëfël seeni xol te saxal leen ci bépp jëf ju rafet ak gépp kàddu gu baax.
3:1	Léegi nag bokk yi, ñaanal-leen nu, ngir kàddug Boroom bi law te ànd ak ndam, ni mu ko ame woon ci yéen.
3:2	Ngeen ñaanal nu it, ngir nu mucc ci ñi bon te soxor, ndaxte du ñépp a gëm.
3:3	Waaye Boroom bi kuy sàmm kóllëre la; dina leen dëgëral te musal leen ci Ibliis.
3:4	Te wóor nanu ci kanamu Boroom bi ne, yéena ngi def li nu leen santoon, te dingeen ci sax.
3:5	Na Boroom bi gindi seeni xol ci mbëggeelu Yàlla ak muñu Kirist.
3:6	Nu ngi leen di sant it bokk yi, ci turu sunu Boroom Yeesu Kirist, ngeen dëddu bépp mbokk buy wéy ci tayel te bañ a topp dénkaane, yi nu leen jottali.
3:7	Xam ngeen bu baax, yéen ci seen bopp, ni ngeen war a awe ci sunuy tànk. Ba nu nekkee ca yéen, wéyunu woon ci tayel
3:8	te musunoo lekk ñaqu kenn. Waaye guddi ak bëccëg danu daan ñaq, di sonn, ngir bañ a wéeru ci kenn ci yéen.
3:9	Waxuma ne amunu sañ-sañu def ko, waaye danoo bëggoon a nekk ay royukaay ci yéen, ngir ngeen aw ci sunuy tànk.
3:10	Ndaxte ba nu nekkee ca yéen, lii lanu tëraloon: «Ku liggéeyul, du lekk.»
3:11	Léegi nag dégg nanu ne, am na ci yéen ñuy wéy ci tayel; liggéeyuñu dara, lu dul di dugg ci lu seen yoon nekkul.
3:12	Ñu deme noonu nag, nu ngi leen di sant te di leen dénk ci turu Boroom bi Yeesu Kirist, ñuy liggéey ci jàmm tey dunde seen ñaq.
3:13	Yéen nag bokk yi, buleen tàyyi ci def lu rafet.
3:14	Su kenn bañee topp li nu bind ci bataaxal bii, ràññeeleen ko te sore ko, ngir mu rus ci.
3:15	Waxuma ngeen def ko noon, waaye ngeen yedd ko ni seen mbokk.
3:16	Na leen Boroom jàmm may jàmm ci fépp ak ci lépp. Na Boroom bi ànd ak yéen ñépp.
3:17	Tàggoo bii maa ko bind ci sama loxo, man Pool. Nii laay binde, te di màndargaale nii sama bataaxal yépp.
3:18	Na yiwu sunu Boroom Yeesu Kirist ànd ak yéen ñépp.
